YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK,PRICE
1994,3555.5116642486682,3,2.5,0.97,2,1,0,520376
1992,4188.316349096975,2,2.5,0.66,0,1,1,560647
1999,2278.173112756175,2,2.0,0.97,3,0,0,351275
2011,2918.989495592554,4,2.5,1.25,1,1,1,509098
1987,2652.3321871265484,5,3.0,1.14,0,1,1,349949
1985,3638.988671847874,5,3.0,1.32,1,1,1,505648
1999,2695.3770841624478,5,1.5,0.86,1,0,0,404706
1994,3783.9214739579033,4,2.5,0.95,0,1,0,534338
2013,1137.945953058684,5,1.5,0.62,1,1,0,237491
2006,2750.6422295703087,4,3.0,0.85,1,1,0,460346
2014,2365.8596221642474,2,2.5,1.23,2,0,0,435828
1999,2656.82985963239,6,1.0,0.69,2,1,0,413874
1989,2150.3106904415145,2,1.5,0.58,0,1,1,223746
1993,2660.49415742339,6,1.0,1.12,3,1,1,405874
1987,3776.4429733785037,6,2.0,0.83,0,1,0,508916
1984,3173.203009669356,3,2.0,0.91,0,1,1,374630
1993,3152.4157402130063,6,3.0,0.88,1,0,0,476062
1992,4340.359364868598,6,1.5,0.8,2,0,0,640553
2006,2038.484614256422,5,2.0,0.74,2,1,1,361872
2004,3382.170765195994,4,2.0,0.91,3,0,1,560975
1999,2266.568332039988,5,2.5,1.07,0,1,1,343535
2003,2025.0079101305737,6,1.0,0.73,2,1,0,339701
1999,2728.276673281145,6,2.0,1.52,2,1,1,452041
1967,4400.920434023599,4,3.0,1.06,0,0,0,501038
1967,2511.2369164570973,5,1.0,0.85,3,1,1,239435
1992,2799.378979398848,4,1.5,0.73,0,0,0,358356
2000,2550.736661974804,6,2.5,0.82,0,0,1,397410
2010,2010.617133535555,5,2.5,0.98,2,0,0,388792
1994,2614.799970343532,2,2.0,1.32,0,0,1,337019
2000,2361.9959824907946,5,2.0,1.14,2,1,1,386399
1979,3736.416885907557,4,2.0,0.81,0,0,0,442612
1978,1937.290635272975,5,1.5,1.66,1,1,0,197993
2011,2203.6172810664184,6,1.5,1.06,1,1,1,403942
1998,3521.645298965997,5,2.5,1.03,0,0,1,526196
1996,1790.9566486025399,6,2.0,0.9,2,1,1,287143
1977,1686.2300971872291,4,2.5,1.41,3,1,1,186584
1997,2770.1785697424875,4,2.5,0.69,1,0,0,408376
1990,3766.1530765548723,4,3.0,1.11,0,0,1,521572
1999,2657.1213664518405,4,2.0,0.93,2,1,0,412518
1981,3730.7809623226804,3,1.0,0.79,3,1,1,471467
2006,3032.8228071402486,5,3.0,1.51,2,1,0,537573
2000,3810.7271996425316,2,1.5,1.28,1,0,1,553309
2009,2963.8283678986004,5,3.0,1.16,1,1,1,521974
1982,2867.8161263489365,3,2.0,0.83,3,0,1,362622
1994,2493.215357304206,4,1.0,1.07,1,0,0,335032
1994,3142.511620037548,4,1.0,1.14,3,0,1,463476
1996,3925.817576733547,3,2.0,1.16,0,1,1,551272
1995,3999.4706503949255,5,3.0,1.15,2,1,0,622170
2005,2698.930543966032,3,1.5,1.0,3,1,1,447339
2002,2213.160546082812,5,1.5,1.02,3,1,1,379774
1976,3629.6062801558137,4,2.0,1.26,3,0,0,463340
2004,3826.396498518323,2,3.0,1.41,3,1,0,630109
2007,3023.5090266564334,5,2.5,0.78,3,1,1,537726
2014,3937.2295530082456,5,2.5,0.66,3,0,1,707984
1983,2504.3008942472306,5,2.5,1.03,2,0,0,328595
2019,3653.0437478144618,5,1.5,0.61,0,1,0,629606
1998,3479.2232059811554,5,3.0,1.04,0,0,1,527483
1986,3361.127558564226,6,1.5,0.89,3,1,0,480019
2004,1901.5027315627217,3,2.0,1.08,0,0,1,286425
1998,4923.15454247134,2,2.0,1.63,3,1,0,752923
2012,3472.2478966679305,2,2.0,1.03,0,1,1,551287
1991,3555.949968114627,3,3.0,1.26,1,1,0,502292
2004,3149.955332907789,6,2.5,1.06,0,0,0,510893
1998,3649.8184898960417,2,2.0,0.78,0,1,1,504172
1987,3728.616884220693,2,2.5,1.08,2,0,0,502992
1998,3359.717534280734,4,3.0,1.16,0,1,1,501357
1982,1178.5130771190488,5,3.0,1.26,1,1,1,120676
1999,3873.263332172918,5,1.0,0.72,0,1,0,556789
1984,3441.22360684519,2,1.0,1.0,0,0,0,391183
1993,2629.4049929230364,3,2.5,0.76,3,0,1,388310
2003,2933.2778625923816,4,1.0,1.05,1,1,1,445741
1996,3874.5035450865644,4,1.5,0.72,2,0,1,569475
2007,3205.0841871319235,5,1.0,0.72,3,1,0,541562
2019,3249.1480607547646,6,3.0,1.43,2,1,1,643822
2007,3350.3049313364877,5,1.0,1.22,3,1,0,570845
1985,3090.250939879126,4,2.5,0.91,0,0,1,384687
1966,2854.167208919336,5,2.5,1.36,2,0,1,301025
1999,2299.9528796436116,6,3.0,0.99,2,0,1,394842
1995,2777.1979593573033,6,3.0,1.04,2,0,1,447179
1993,2815.5951225920644,5,1.5,1.43,3,0,0,431289
1989,3259.5480368287135,5,1.0,0.93,2,0,0,447882
2009,2568.7758166668086,5,3.0,1.24,1,1,0,463916
2002,1976.8944039156463,6,1.5,1.18,3,0,1,356734
2000,3165.4846060069417,3,2.0,0.99,1,1,1,469672
2006,2013.051817170927,2,2.0,1.05,2,1,1,332707
1989,3303.4874360027784,6,2.0,0.9,2,0,0,479023
1973,2535.7614362972995,2,2.0,0.91,0,1,0,214014
1992,2983.7350384579113,4,1.5,1.1,3,0,0,436560
1977,3171.4532838848972,4,1.5,0.97,0,0,0,342767
1988,2325.874652273531,2,2.0,0.73,1,1,1,269831
1995,2679.9973953267454,4,1.5,0.96,1,0,0,373899
1995,4023.6448788712323,4,3.0,1.12,1,0,1,600346
2003,1977.5270494975225,2,3.0,0.89,3,1,1,339979
1994,2696.5387788984513,2,1.5,0.59,0,0,0,330830
1991,3250.9009230295537,2,2.0,0.98,1,0,0,427335
1996,2229.5507207380897,3,1.0,0.87,2,0,0,307482
2000,2784.0978305217773,5,1.5,0.8,0,1,0,407114
1988,2892.8237874396755,4,2.0,1.29,2,0,0,398273
1997,3310.353662282416,5,3.0,1.31,2,0,1,531203
1998,3265.5657112997646,5,1.5,0.99,2,0,1,502184
1977,3491.2204233130396,6,1.5,1.05,2,0,0,441933
1972,3189.224526348734,6,2.5,0.51,1,0,0,363533
2001,2272.198738978579,2,2.5,1.5,0,0,0,330829
1996,3089.5077425681375,6,1.5,0.82,0,0,1,443226
1995,2296.077548715298,6,2.5,1.19,2,1,0,369761
2003,2883.131831392799,4,2.5,0.98,2,0,1,474669
1995,3297.4470986156703,5,1.0,1.28,2,0,1,488817
1990,2516.2366846706554,5,2.0,0.86,3,1,0,370335
2013,2451.6037794300128,4,2.5,0.97,2,1,0,459790
1999,3713.3157055408064,4,2.5,0.78,0,0,0,546197
1984,2953.1026198077193,5,1.0,1.16,3,1,0,395365
1979,3387.4446594388164,5,3.0,0.72,1,0,0,428916
2017,2377.971430604727,5,2.0,0.9,0,0,0,440195
1985,3845.110786686265,6,1.5,1.22,2,1,0,537566
1984,3926.0225456035623,5,2.5,0.92,0,0,1,515203
1980,2897.3012869784407,3,2.5,1.18,2,1,1,354795
1990,3365.512533774311,4,3.0,1.23,1,0,0,478276
2013,3402.643622726103,4,2.5,0.65,1,1,1,582646
1992,2982.5350851498424,4,2.0,1.19,1,0,0,415230
1993,2556.638759274601,2,1.5,1.27,3,0,0,360045
1990,3322.04980979642,3,1.5,1.13,3,1,1,467757
2016,2486.26019771623,4,2.5,1.11,2,0,1,482089
1992,3369.0125008497225,3,2.5,0.7,0,0,0,448351
2004,2318.846740555367,3,1.0,0.5,1,1,0,340327
2002,2057.312463082475,6,1.0,0.73,2,0,1,339546
2004,3458.7452067518216,4,1.5,0.68,3,1,1,561511
1993,2977.642356808165,4,2.5,0.77,1,1,0,420696
1996,2476.480955533524,6,2.5,1.11,2,0,0,400622
1986,4227.775585559072,3,1.0,0.8,2,1,0,556166
1992,3370.57902128942,6,2.0,0.68,1,0,1,485786
1993,4139.18204373773,4,3.0,0.79,1,1,0,602727
2004,4725.101583550566,4,3.0,1.03,1,1,0,749215
1975,2649.380381392015,3,1.0,1.22,1,0,1,255707
2011,3631.2915508590554,3,2.0,0.97,3,0,1,624243
1996,3907.460184947394,5,1.5,0.71,3,1,1,599269
2001,2530.1862799897826,4,2.0,0.8,3,0,1,416527
1996,3589.074836667519,4,2.0,1.38,1,0,0,529061
1981,2363.5120355814906,6,1.0,1.13,1,0,0,271476
1977,4446.359082249499,5,2.0,1.06,2,0,0,582853
1973,3223.6778150190303,6,2.0,0.91,1,0,1,372201
1998,2559.928870384768,3,1.5,0.96,3,1,0,390889
1995,2862.0932758246854,5,3.0,0.09,1,0,1,420663
2004,3955.6203627239656,2,2.5,0.63,0,0,1,585293
2005,1350.3579059062838,6,1.5,0.85,1,1,1,242803
2006,3753.893264626723,6,1.0,1.04,2,0,1,618683
2008,2836.0242329684315,2,1.5,1.11,2,0,0,459553
1987,2447.602030962391,5,1.5,0.87,2,1,1,322690
2015,3251.406235305946,2,2.5,0.7,2,0,0,565710
2003,3088.9219080642183,2,1.0,1.29,0,1,0,437688
1993,3231.5393371755304,4,1.0,0.99,0,1,0,424580
1996,2530.6444648395423,2,1.0,0.61,2,1,0,338746
1990,3179.5898799771085,4,1.5,0.77,3,1,0,450988
1988,3182.9618828754583,3,3.0,1.48,2,0,0,449644
2013,3983.152558581865,6,3.0,0.93,1,1,1,701422
2002,2473.093325086938,3,1.5,0.95,2,1,0,382713
2009,3624.6690966190445,2,2.0,0.7,1,0,0,569200
1980,2373.279137529281,3,1.0,1.22,0,1,0,224291
2008,1487.637058795647,4,1.5,1.1,0,1,1,247145
1998,3130.7442474028417,4,1.5,0.86,0,1,0,440011
1979,1389.3556289476396,3,1.0,1.04,1,0,1,84003
2006,4228.773767800384,5,1.0,1.23,1,1,0,667766
1972,341.99004059946265,4,1.5,1.02,3,1,0,-60901
1993,2990.936081020898,6,1.0,1.23,2,0,1,442090
1992,3186.998393949914,4,2.0,1.48,3,0,1,480249
2007,3428.9434599099786,6,1.5,0.76,3,1,1,593241
1991,2632.5441926516082,2,2.0,0.81,2,0,1,347031
2001,4327.778565240058,6,2.0,1.11,3,0,1,710816
1990,2383.064817007413,5,1.0,0.94,2,0,1,321559
2011,3177.898440926474,5,3.0,0.79,0,1,1,543534
2001,2750.978480639781,4,2.5,0.75,0,0,1,411396
1967,1881.6940506110616,2,3.0,0.8,3,1,0,144254
1999,2792.726742604658,2,1.0,1.03,0,0,1,369359
1996,2449.9249053717617,6,1.5,1.33,3,1,1,399938
1985,3696.426434473028,2,2.5,1.09,2,0,1,488313
1993,2709.444767941822,4,1.0,0.9,2,0,1,374916
1984,1928.0181581217255,2,2.5,0.92,2,0,0,215502
1996,3638.2024229065278,2,2.0,1.01,0,1,1,495880
1996,4374.45004884349,6,2.0,0.98,2,0,0,675867
1985,3634.2723629940547,5,1.5,1.43,3,0,1,514090
1996,2630.0334778609054,6,3.0,0.89,0,1,0,397855
2003,4065.2881930299936,4,2.5,1.47,3,1,1,674343
1986,2930.644545895918,5,2.0,1.16,3,0,0,416996
1995,2113.9263855596946,2,1.0,1.24,0,1,1,250688
1989,1337.2505417786422,3,2.0,0.65,0,0,1,120337
2003,1808.1844594578458,2,3.0,1.12,2,1,0,303027
1987,2138.643726235544,3,1.5,0.78,3,0,1,269996
2003,1370.7892273799396,2,1.0,0.95,1,0,1,189868
2002,3036.594813900524,6,2.0,0.48,3,0,0,512689
1997,1992.4714867537466,4,2.5,1.08,3,1,1,327570
2001,2496.896470787716,2,2.5,0.89,2,0,1,385384
1993,3572.6215953848077,2,1.5,0.9,0,1,1,461893
2002,1444.2231200864715,3,2.5,0.72,2,0,1,239933
1987,4557.816707042863,6,1.5,1.36,0,0,0,626572
1992,2543.3271220972833,4,1.0,1.06,3,1,0,362399
1994,4009.7186918579705,3,2.0,0.96,0,0,1,550857
1996,2078.6535767247638,5,2.0,0.94,1,1,1,305898
2000,3322.068861177435,2,1.0,1.07,2,0,0,484360
1974,3889.7460253237364,2,1.0,0.91,0,1,0,407111
1989,2648.1035143282843,2,2.5,1.0,0,1,1,319715
1981,3151.986735161587,4,1.0,0.84,2,1,0,380398
1994,4194.219964809479,6,2.0,1.46,1,1,1,631032
2001,2784.3134707312956,3,2.0,0.89,2,0,0,430997
2002,2376.8080652913804,3,1.0,1.21,1,0,0,349671
1985,3128.228458782546,3,2.0,0.94,2,1,0,403334
2006,1289.247309710786,3,1.5,1.3,3,0,1,245387
1989,4085.892443401339,5,1.0,1.17,0,0,0,545433
1996,3623.4568899881574,2,1.0,1.04,3,1,0,524118
1999,4237.613215792011,5,2.5,0.84,3,1,1,680741
1998,3737.6795143408845,6,1.0,0.59,2,0,0,569501
1985,3037.6198171886094,3,2.0,1.01,1,0,0,375792
2009,3908.5276948562687,3,1.0,1.08,2,1,0,627479
1980,2348.873711976651,6,2.5,1.15,1,1,1,287081
1999,2030.188796602403,6,2.0,0.95,0,1,1,308778
1991,3036.25585692663,4,2.5,1.32,2,0,1,442738
1992,2882.058725016605,6,2.0,0.93,2,1,1,431258
1984,2495.9870365059887,2,3.0,1.43,2,1,1,315848
2001,3734.676341833554,3,1.5,1.04,1,0,1,553301
2001,3090.4728665746984,3,3.0,1.13,1,1,0,480520
2007,2972.38785846214,4,2.0,1.32,1,1,1,490658
1973,4323.497640003891,5,1.5,0.74,3,1,0,547124
1989,2411.5406179232705,2,2.0,1.08,2,0,0,307931
1996,3690.524992967999,6,1.5,0.54,0,0,0,529178
2011,3986.7369412845765,2,1.5,1.25,0,0,0,619260
1996,3485.2333766953657,6,2.0,0.71,0,0,0,508435
1994,2405.141543184317,2,2.0,0.88,3,1,1,343971
1983,3044.0319278911697,4,3.0,0.99,2,1,0,406454
1996,3255.6639858296408,5,1.0,1.29,2,1,0,487699
2001,2864.2589185692923,5,2.5,0.98,2,1,1,471838
2009,4287.299170125804,2,3.0,1.13,0,1,1,675044
1984,3522.127658832719,3,1.0,0.78,3,1,1,455019
1989,3700.143629390271,4,1.0,1.06,1,0,1,490921
1989,2096.5345463294475,3,1.0,1.08,1,1,1,240680
1982,2804.4494191207073,4,2.0,0.81,2,1,1,347817
1991,3387.1214555664383,3,2.5,1.13,1,0,0,467518
1987,3374.4740535640153,4,3.0,1.15,2,0,0,478421
1981,3748.4528539152616,5,2.5,0.97,0,1,0,474317
1990,4361.883313124393,3,3.0,1.43,3,0,1,650732
2006,3798.324750816761,5,1.0,0.93,0,1,1,583698
2009,3107.071165393164,4,1.5,1.15,0,0,1,495810
1991,2373.316264537865,3,2.0,1.1,2,1,1,322497
1985,3600.7652024100144,2,1.5,1.41,2,1,0,463764
1994,2164.7026460396173,6,2.5,1.02,3,1,0,357505
2006,3010.8048400155903,3,2.0,0.92,2,0,0,490420
2002,3478.002209280049,3,1.0,1.16,2,0,1,529100
1995,2841.7451130157383,3,2.0,0.87,2,1,1,409311
1992,2886.6615241867353,3,1.0,1.12,0,1,1,359799
1975,3087.6976402455794,3,1.0,1.4,3,0,1,354154
1981,2571.220888426658,3,1.0,0.74,1,1,0,266783
1995,3155.9491883173455,4,2.0,1.25,3,0,1,487142
1998,4009.3943210769994,6,2.0,0.93,1,0,0,615359
1997,2296.417805375063,6,2.0,1.48,2,1,0,376662
1993,2535.3126933502585,2,1.5,0.79,1,1,0,319646
1973,2027.8587596683578,3,2.0,0.97,0,0,0,148728
1999,2214.7050025207564,4,2.0,0.82,2,0,1,344505
1995,2279.089177141089,4,2.0,1.26,3,1,0,355763
1982,1465.951086392393,5,1.5,1.11,1,1,0,139042
1998,3494.056731826211,2,3.0,0.99,2,0,1,528958
1990,2436.70816993875,3,3.0,0.86,2,0,0,338406
2005,3721.3137729048412,5,1.0,1.19,1,0,0,586047
1993,2942.6857359144888,4,1.0,0.86,0,1,0,379302
2005,3082.391842534608,2,1.5,0.99,3,1,1,494708
1986,2078.3972563043008,4,3.0,0.87,3,1,0,289809
1996,3277.1616291999417,2,2.0,0.96,2,1,1,470974
1984,3061.9363146490105,3,1.0,1.03,0,1,1,344740
1993,3464.644029438803,4,1.5,0.69,2,0,0,492546
2006,3699.5480480509946,5,1.5,0.88,1,0,0,590632
2002,4297.287449040314,4,3.0,0.89,1,1,0,672943
2008,3144.2882150293353,2,2.0,0.98,3,1,0,526343
1985,2926.2486889185366,5,1.0,0.78,1,0,0,360637
2009,2699.3369037436737,5,1.5,0.94,1,0,0,456500
1988,942.6812682061673,6,1.0,1.2,0,1,0,79402
2009,3155.6113261807354,3,2.0,1.05,3,1,0,544091
1980,2791.4475512575045,5,3.0,1.45,2,0,1,370467
1991,2624.298311738496,2,1.0,1.07,3,1,1,349694
2012,2903.0662400658603,3,1.5,0.38,3,1,1,503659
1992,2743.682081114213,4,2.0,1.15,1,0,0,378802
2002,4269.546774626567,4,3.0,1.25,3,1,0,704182
1993,2676.2930589783227,6,1.0,1.65,3,1,1,416193
2012,2644.1449864675737,5,2.5,1.07,1,1,1,480171
1989,2416.834001721314,2,3.0,0.75,1,1,0,303775
2010,2901.339922820364,5,1.0,1.06,1,1,0,486100
2005,2617.2112044083888,2,2.5,1.2,0,0,1,398081
2008,3658.595215620521,3,2.0,0.95,0,1,0,568039
1993,4085.0763544760985,5,3.0,0.88,3,0,0,635961
2002,4698.316635307199,6,2.5,1.22,2,1,1,765547
2002,2596.255989832762,5,2.0,1.09,3,0,1,445788
2000,3787.156575052062,4,1.0,0.65,1,1,1,552823
1980,3271.2013431609867,4,3.0,0.98,2,0,0,425380
2007,3734.7763022690347,2,2.0,1.31,3,0,0,614866
1999,2767.999245893071,4,1.5,0.48,3,0,0,429899
1978,2778.853792629261,6,1.5,1.17,1,1,1,326878
1983,1906.868166219299,5,2.0,0.85,2,0,0,228780
1992,2927.597615897348,3,2.5,0.76,0,1,0,383039
1993,3734.0911981619547,5,1.0,1.28,3,1,1,559313
1980,2050.794058912892,6,2.0,1.04,0,0,1,218219
1980,4291.603904091702,3,1.5,1.29,1,0,0,535590
2005,3029.4276438233774,6,3.0,0.9,0,1,0,502914
1997,4021.4387707078768,2,1.0,0.66,2,0,0,568115
1989,3094.6013118177157,3,2.5,1.38,0,0,1,402390
1985,2819.0103395997785,5,3.0,0.74,3,1,0,403951
1977,2668.467675021698,2,1.0,1.06,2,0,0,271170
1982,1697.1953199587672,2,3.0,1.23,3,0,0,198029
1982,3398.130484385824,5,1.5,0.68,1,1,0,422419
2006,3018.206804463578,6,1.0,1.33,3,0,1,527681
2008,2377.5257236992957,6,1.0,1.11,2,0,1,423278
1987,2714.6945955021665,4,2.5,1.27,2,0,1,373754
1995,2388.4680923314622,6,1.0,0.36,1,1,1,333670
1982,2212.96411571809,3,1.0,1.46,3,1,0,258844
2004,3300.861347958854,6,2.5,1.08,2,0,1,563829
1974,3179.1476532284055,5,3.0,0.89,2,0,1,390222
1977,4623.119512471197,2,3.0,1.16,1,0,0,580867
1994,3520.668906359703,6,1.0,1.44,1,0,0,514700
1977,3392.3583573613964,4,2.5,0.77,0,0,0,387903
1980,3800.3566404485005,2,2.5,0.97,2,0,0,477103
2003,3269.5978702149264,3,1.5,0.85,2,1,1,505689
1989,2680.968773770943,6,2.5,0.7,2,0,0,390145
2001,2497.1213871863715,3,2.0,1.34,2,1,0,394668
1995,2707.7944245630733,4,1.0,1.43,0,1,1,362619
1987,2818.578445628897,6,1.0,1.01,0,1,0,352936
1990,3181.8420849283875,2,2.5,0.77,2,1,0,431326
2011,2309.1700267725787,2,3.0,1.29,2,1,1,420725
2009,3183.086691696667,5,1.5,0.73,0,0,1,510913
1987,4288.698334925135,2,2.0,1.05,1,1,0,564054
1986,1037.997504063986,4,2.0,1.1,2,0,0,107199
1992,4175.016332942515,5,2.0,0.59,0,1,0,580102
1991,2676.0403805070614,2,1.0,1.19,2,1,1,344256
1993,3257.213195294186,2,2.5,0.98,2,0,1,460781
2002,1989.9147387820121,5,2.5,0.78,0,1,0,312687
2008,2977.8534551869675,4,3.0,0.88,1,1,1,504878
2010,3689.266118297132,4,1.5,0.94,0,0,1,584989
2002,3120.560210501204,2,1.5,0.93,3,0,0,484534
1999,2976.415003191713,4,2.5,1.07,3,1,0,485012
1979,3856.851745386588,6,1.0,1.25,2,0,0,502277
1985,3434.6617532268633,5,1.0,0.61,0,1,0,419349
2005,3829.1692127591136,4,1.5,0.38,3,0,0,617575
1989,3651.76153354924,5,1.5,1.23,2,1,1,518714
1992,2719.7361500402576,4,1.5,1.08,2,1,1,381660
1985,3835.1822860535513,5,2.5,0.89,2,1,0,536127
2004,2710.8483967366356,4,1.5,0.89,2,0,1,437477
1981,3020.590067145766,3,2.0,0.77,2,0,1,364638
2002,2877.9972180036984,6,2.0,1.0,3,0,0,496699
2001,2987.845445504193,4,1.5,0.94,0,1,1,434776
1998,4050.6472299831294,4,2.0,0.88,1,1,1,600797
1994,2917.160464971643,6,2.5,0.82,3,0,1,467374
2007,3031.6144049240925,4,2.0,0.82,1,0,1,492042
1993,3065.336926263667,6,2.5,0.54,2,0,1,465400
1992,2390.9201823119793,4,1.0,0.69,3,1,0,333988
2002,3527.6957008570153,3,1.0,1.24,3,1,1,552754
1986,2546.8500386987016,5,2.5,1.21,1,1,1,337677
1994,2525.4881213107083,4,2.5,0.9,3,1,1,389823
1996,1746.7725532915576,6,2.5,1.17,1,1,0,277065
1998,2036.83134926111,2,3.0,1.23,3,0,0,328974
2002,2426.09418524695,6,1.5,0.89,0,0,0,374764
2005,4170.549621424443,4,2.5,1.07,0,0,0,649132
1989,3661.6957049950506,5,1.0,1.0,0,0,0,479254
2002,3940.01601734958,5,2.5,0.73,3,1,0,649452
2019,3209.211006764277,4,2.5,1.02,2,1,0,604181
1978,3255.0476128347095,4,1.5,0.63,0,0,1,355207
1994,2140.764761929371,6,1.5,1.46,0,1,1,300514
2002,2194.3984222692097,3,1.0,1.08,1,0,0,320359
1985,3490.556252286524,2,2.0,0.88,2,0,1,446783
2007,3278.697105380661,5,2.0,0.91,0,0,1,525454
1998,3714.932716152523,4,1.0,1.02,0,1,0,522539
1999,2215.305635969506,5,2.5,1.03,3,0,0,380245
2001,2987.5932959325387,2,2.5,0.51,2,1,0,453288
1994,1943.6765470726941,3,1.0,1.45,1,0,0,248301
1989,2793.986675743345,3,1.0,1.46,0,1,1,335998
1978,2640.9980484109365,2,2.5,1.12,3,0,1,310449
1994,1346.756871960224,2,3.0,1.23,3,0,0,205463
2001,2337.0624793766533,2,2.5,1.33,2,0,1,368009
1999,4149.692976519738,2,2.0,1.01,2,0,1,617603
1992,4032.294882567232,6,2.0,1.0,3,0,1,619844
1995,4234.678225312413,6,3.0,1.16,3,1,1,682601
1994,2869.2482180176044,6,2.0,0.95,1,0,1,424637
1991,3935.1098192906456,3,1.5,0.95,3,1,1,562016
2015,2483.652574922289,3,1.0,1.05,0,1,0,413297
1983,3972.8946350079423,3,1.0,1.22,3,1,1,524234
1992,2939.32182163644,4,1.0,0.7,3,1,1,416398
1977,1523.795410120048,5,2.5,0.92,3,1,0,164869
1999,1788.0636646924302,3,1.0,1.12,0,0,0,230009
1987,3167.0267598421633,4,2.5,1.0,1,1,1,422554
1984,3238.84751035085,4,1.0,1.45,3,0,0,432577
1988,3530.671728953001,3,2.5,0.9,1,0,0,470600
2009,2025.978471687018,6,1.5,1.4,2,1,1,387396
2019,3166.720403633612,3,1.5,1.02,0,0,1,542808
1995,4260.4739987441235,3,2.0,0.82,1,0,0,606371
1981,3716.838067813761,5,2.5,1.02,0,1,1,470325
1993,1633.037856530242,3,3.0,0.86,0,1,0,202855
2013,2600.774803400131,3,3.0,0.93,3,1,1,494066
1966,1692.114845852397,3,1.5,0.59,1,1,0,65167
2006,3050.5373448439827,5,1.5,0.7,3,1,0,520580
1986,3165.178059060963,5,2.0,1.17,1,1,0,422326
1993,3641.7436919703046,4,1.0,0.91,3,0,0,529911
1991,2209.871916467776,6,2.5,1.38,0,1,0,309680
1988,3858.831842120347,4,1.5,1.05,2,1,0,532074
1988,2332.03848802851,5,3.0,0.8,2,1,1,331805
2001,3314.1086828612706,5,2.5,1.2,3,1,0,557616
1987,2456.2731883624874,4,2.5,0.94,2,1,1,330040
2010,3986.863598853603,5,2.0,0.07,3,0,1,679079
1987,3318.975444434029,3,2.0,0.82,1,0,1,425146
1998,2946.6943625066697,6,1.0,0.88,2,1,1,455204
1990,3170.838928365579,5,3.0,1.4,0,1,0,446625
1994,1855.5571103941584,5,2.5,1.02,0,1,1,256133
1982,3414.3861781397295,3,2.0,1.47,2,1,0,439207
2007,3825.503663165845,2,1.0,1.24,0,1,1,567425
1994,2011.5654800104212,5,3.0,1.05,3,0,1,332484
2007,3501.4972448331782,4,2.0,0.9,2,0,1,578724
1998,2696.7699010875594,4,2.5,0.94,1,1,0,406115
1997,4075.527380325255,2,1.5,0.91,3,1,1,602479
1992,3603.2294134403496,5,1.5,0.67,3,0,1,533034
2006,3201.863505184486,5,2.0,0.92,2,1,0,539079
2005,3306.845690614685,3,3.0,1.23,3,1,1,564476
1996,2729.58744025622,5,2.0,0.56,2,0,0,412838
1996,4702.689634290428,4,2.5,1.19,1,0,1,700753
2003,2806.5798847677343,4,2.0,0.59,3,1,1,464836
1981,2755.333814686386,3,1.0,1.43,3,1,1,334750
2004,3432.2233772008535,2,2.0,1.11,1,1,0,521483
1992,2335.423277958643,3,3.0,1.11,1,1,0,321963
1990,3966.2363023740645,3,2.0,1.32,1,1,1,544735
1997,3624.629380955944,5,1.5,1.08,2,0,0,552394
2010,2158.990703889169,6,3.0,1.11,0,0,1,400498
2006,3729.1788076421917,3,1.0,0.94,1,1,1,568476
1984,1841.1067299856118,6,2.5,1.61,0,0,0,222816
1993,3068.205109561789,2,2.5,1.61,2,0,0,441880
1985,2183.2259227126206,5,1.0,1.2,1,1,1,255483
1987,3819.2663514014835,4,1.5,1.26,1,1,0,509289
2002,4249.242279419241,4,3.0,0.76,0,0,1,648786
1975,3241.493345148878,3,1.0,1.21,2,1,1,359374
2007,2914.4916271804905,5,2.5,0.75,0,1,0,475923
2006,2750.0950769725728,3,2.5,1.33,2,0,0,464964
2005,5062.29177971584,4,1.0,1.23,2,0,1,792793
1973,3591.0231750826388,2,1.0,1.4,3,1,1,409653
1980,2650.2822231899136,4,2.5,0.77,1,1,0,306592
2003,2484.41377577436,6,2.5,0.93,2,1,0,434112
1998,3456.528034184463,4,2.0,1.1,0,0,0,499979
1981,3430.741783133675,3,2.0,0.64,3,1,1,439211
1983,3497.643753865304,6,2.0,1.22,1,1,1,467946
2000,2024.530374624247,5,3.0,1.1,3,0,0,365179
1987,3423.2249436931506,5,1.0,1.16,1,1,0,450883
1994,2267.1046807872635,6,2.5,0.9,1,1,0,341065
2011,3561.680759986239,3,2.0,1.29,1,0,0,588602
1987,2633.813079572986,6,1.5,0.91,1,0,0,346221
2013,2235.6690883244146,6,2.0,0.72,3,1,1,451150
1981,3463.237051416577,4,2.0,1.1,3,0,0,460985
1994,1995.7556780345953,2,3.0,0.73,3,1,0,295313
1986,3228.5369299975714,6,3.0,0.49,1,1,1,446630
1974,2081.6225271050157,3,1.0,0.85,3,0,1,189993
1972,2388.2530018947105,4,1.0,0.93,3,1,1,237187
2006,4084.0722224994583,3,3.0,1.01,2,0,1,667760
1975,4280.625582956802,5,3.0,0.7,3,0,0,572593
2008,3545.7407589093787,3,1.0,1.16,2,1,1,569261
1982,3460.7078716973456,5,1.0,1.37,3,0,0,464656
2001,3350.2498868151424,3,2.0,1.27,2,0,1,521587
2014,3377.5092648509803,5,2.0,0.82,2,1,0,603926
1989,1381.0432844835789,3,3.0,0.8,3,0,1,189156
